# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 43
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R2
# Instrument ID: 
# Data supplier: DSL
# Location name: Calendula
# Position (lat, lon, elev(m)): 
# Local timezone: CET
# Time Synchronization: 
# Moving / Stationary position: 
# Moving / Fixed look direction: 
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 5
# SQM serial number: 7108
# SQM hardware identity: 003BNCK
# SQM firmware version: 4-6-82
# SQM cover offset value: 
# SQM readout test ix (Information): i,00000004,00000006,00000082,00007108
# SQM readout test rx (Reading): r, 13.95m,0000000238Hz,0000000000c,0000000.000s, 018.3C
# SQM readout test cx (Calibration): c,00000019.89m,0000251.980s, 018.6C,00000008.71m, 017.7C
# SQM readout test Ix (Report Interval): 0000000000s,0000000000s,00000000.00m,00000000.00m
# DL time difference (seconds): 19
# DL retrieved at (UTC): 2025-03-08T10:13:48.659
# DL trigger mode : Every x minutes (power save mode)
# DL trigger seconds : 0
# DL trigger minutes : 5
# DL trigger threshold : 0
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.358
# UDM setting: DL Retrieve All
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2024-06-06T16:15:05.000;2024-06-06T18:15:05.000;23.2;5.03;8.82;1
2024-06-06T16:20:05.000;2024-06-06T18:20:05.000;23.2;5.03;8.72;1
2024-06-06T16:25:05.000;2024-06-06T18:25:05.000;23.2;5.01;8.98;1
2024-06-06T16:30:05.000;2024-06-06T18:30:05.000;23.2;5.01;9.10;1
2024-06-06T16:35:05.000;2024-06-06T18:35:05.000;23.2;5.03;9.22;1
2024-06-06T16:40:05.000;2024-06-06T18:40:05.000;23.2;5.03;9.20;1
2024-06-06T16:45:05.000;2024-06-06T18:45:05.000;22.8;5.01;8.78;1
2024-06-06T16:50:05.000;2024-06-06T18:50:05.000;22.8;5.01;8.60;1
2024-06-06T16:55:05.000;2024-06-06T18:55:05.000;23.2;5.01;8.54;1
2024-06-06T17:00:05.000;2024-06-06T19:00:05.000;23.2;5.03;8.46;1
2024-06-06T17:05:05.000;2024-06-06T19:05:05.000;23.2;5.03;8.59;1
2024-06-06T17:10:05.000;2024-06-06T19:10:05.000;23.2;5.03;8.74;1
2024-06-06T17:15:05.000;2024-06-06T19:15:05.000;23.2;5.01;8.83;1
2024-06-06T17:20:05.000;2024-06-06T19:20:05.000;23.2;5.01;8.80;1
2024-06-06T17:25:05.000;2024-06-06T19:25:05.000;23.2;5.03;8.68;1
2024-06-06T17:30:05.000;2024-06-06T19:30:05.000;23.2;5.01;8.49;1
2024-06-06T17:35:05.000;2024-06-06T19:35:05.000;23.2;5.03;8.61;1
2024-06-06T17:40:05.000;2024-06-06T19:40:05.000;23.5;5.03;8.84;1
2024-06-06T17:45:05.000;2024-06-06T19:45:05.000;23.5;5.03;8.77;1
2024-06-06T17:50:05.000;2024-06-06T19:50:05.000;23.2;5.01;8.83;1
2024-06-06T17:55:05.000;2024-06-06T19:55:05.000;23.5;5.03;8.89;1
2024-06-06T18:00:05.000;2024-06-06T20:00:05.000;23.2;5.01;8.82;1
2024-06-06T18:05:05.000;2024-06-06T20:05:05.000;23.2;5.03;8.98;1
2024-06-06T18:10:05.000;2024-06-06T20:10:05.000;23.2;5.01;9.07;1
2024-06-06T18:15:05.000;2024-06-06T20:15:05.000;23.2;5.03;9.13;1
2024-06-06T18:20:05.000;2024-06-06T20:20:05.000;23.2;5.03;9.00;1
2024-06-06T18:25:05.000;2024-06-06T20:25:05.000;23.2;5.01;9.15;1
2024-06-06T18:30:05.000;2024-06-06T20:30:05.000;23.5;5.03;9.17;1
2024-06-06T18:35:05.000;2024-06-06T20:35:05.000;23.2;5.03;9.19;1
2024-06-06T18:40:05.000;2024-06-06T20:40:05.000;23.2;5.03;9.21;1
2024-06-06T18:45:05.000;2024-06-06T20:45:05.000;23.2;5.01;9.24;1
2024-06-06T18:50:05.000;2024-06-06T20:50:05.000;23.2;5.03;9.28;1
2024-06-06T18:55:05.000;2024-06-06T20:55:05.000;23.2;5.03;9.34;1
2024-06-06T19:00:05.000;2024-06-06T21:00:05.000;23.2;5.03;9.40;1
2024-07-15T15:48:16.000;2024-07-15T17:48:16.000;24.1;4.90;0.00;0
2024-07-15T15:50:05.000;2024-07-15T17:50:05.000;23.5;4.91;0.00;1
2024-07-15T15:55:05.000;2024-07-15T17:55:05.000;24.1;4.91;0.00;1
2024-07-15T16:00:05.000;2024-07-15T18:00:05.000;25.1;4.91;0.00;1
2024-07-15T16:05:05.000;2024-07-15T18:05:05.000;25.1;4.90;0.00;1
2024-07-15T16:10:05.000;2024-07-15T18:10:05.000;24.4;4.90;0.00;1
2024-07-15T16:15:05.000;2024-07-15T18:15:05.000;24.1;4.90;0.00;1
2024-07-15T16:20:05.000;2024-07-15T18:20:05.000;24.8;4.90;0.00;1
2024-07-15T16:25:05.000;2024-07-15T18:25:05.000;24.8;4.90;0.00;1
2024-07-15T16:30:05.000;2024-07-15T18:30:05.000;24.4;4.90;0.00;1
2024-07-15T16:35:05.000;2024-07-15T18:35:05.000;24.4;4.90;0.00;1
2024-07-15T16:40:05.000;2024-07-15T18:40:05.000;24.4;4.90;0.00;1
2024-07-15T16:45:05.000;2024-07-15T18:45:05.000;24.1;4.90;0.00;1
2024-07-15T16:50:05.000;2024-07-15T18:50:05.000;23.8;4.90;0.00;1
2024-07-15T16:55:05.000;2024-07-15T18:55:05.000;22.2;4.90;0.00;1
2024-07-15T17:00:05.000;2024-07-15T19:00:05.000;20.9;4.90;0.00;1
2024-07-15T17:05:05.000;2024-07-15T19:05:05.000;19.6;4.90;0.00;1
2024-07-15T17:10:05.000;2024-07-15T19:10:05.000;18.6;4.90;0.00;1
2024-07-15T17:15:05.000;2024-07-15T19:15:05.000;18.0;4.91;0.00;1
2024-07-15T17:20:05.000;2024-07-15T19:20:05.000;17.7;4.90;0.00;1
2024-07-15T17:25:05.000;2024-07-15T19:25:05.000;17.0;4.90;0.00;1
2024-07-15T17:30:05.000;2024-07-15T19:30:05.000;16.7;4.90;0.00;1
2024-07-15T17:35:05.000;2024-07-15T19:35:05.000;16.4;4.90;0.00;1
2024-07-15T17:40:05.000;2024-07-15T19:40:05.000;16.4;4.90;0.00;1
2024-07-15T17:45:05.000;2024-07-15T19:45:05.000;16.1;4.90;0.00;1
2024-07-15T17:50:05.000;2024-07-15T19:50:05.000;15.7;4.90;0.00;1
2024-07-15T17:55:05.000;2024-07-15T19:55:05.000;15.7;4.90;0.00;1
2024-07-15T18:00:05.000;2024-07-15T20:00:05.000;15.4;4.90;0.00;1
2024-07-15T18:05:05.000;2024-07-15T20:05:05.000;15.1;4.90;0.00;1
2024-07-15T18:10:05.000;2024-07-15T20:10:05.000;15.1;4.90;0.00;1
2024-07-15T18:15:05.000;2024-07-15T20:15:05.000;14.8;4.90;0.00;1
2024-07-15T18:20:05.000;2024-07-15T20:20:05.000;14.5;4.90;0.00;1
2024-07-15T18:25:05.000;2024-07-15T20:25:05.000;14.8;4.90;0.00;1
2024-07-15T18:30:05.000;2024-07-15T20:30:05.000;14.8;4.90;0.00;1
2024-07-15T18:35:05.000;2024-07-15T20:35:05.000;14.5;4.90;0.00;1
2024-07-15T18:40:05.000;2024-07-15T20:40:05.000;14.1;4.90;0.00;1
2024-07-15T18:45:05.000;2024-07-15T20:45:05.000;13.5;4.90;0.00;1
2024-07-15T18:50:05.000;2024-07-15T20:50:05.000;13.8;4.90;0.00;1
2024-07-15T18:55:05.000;2024-07-15T20:55:05.000;13.5;4.90;0.00;1
2024-07-15T19:00:05.000;2024-07-15T21:00:05.000;13.2;4.90;0.00;1
2024-07-15T19:05:05.000;2024-07-15T21:05:05.000;12.8;4.90;0.00;1
2024-07-15T19:10:05.000;2024-07-15T21:10:05.000;12.2;4.90;0.00;1
2024-07-15T19:15:05.000;2024-07-15T21:15:05.000;11.9;4.90;6.12;1
2024-07-15T19:20:05.000;2024-07-15T21:20:05.000;11.9;4.90;6.28;1
2024-07-15T19:25:05.000;2024-07-15T21:25:05.000;11.6;4.90;6.44;1
2024-07-15T19:30:05.000;2024-07-15T21:30:05.000;11.2;4.90;6.61;1
2024-07-15T19:35:05.000;2024-07-15T21:35:05.000;10.9;4.90;6.94;1
2024-07-15T19:40:05.000;2024-07-15T21:40:05.000;10.9;4.90;7.19;1
2024-07-15T19:45:05.000;2024-07-15T21:45:05.000;10.6;4.90;7.48;1
2024-07-15T19:50:05.000;2024-07-15T21:50:05.000;10.6;4.90;7.73;1
2024-07-15T19:55:05.000;2024-07-15T21:55:05.000;10.3;4.90;8.11;1
2024-07-15T20:00:05.000;2024-07-15T22:00:05.000;10.3;4.90;8.57;1
2024-07-15T20:05:05.000;2024-07-15T22:05:05.000;9.9;4.90;9.17;1
2024-07-15T20:10:05.000;2024-07-15T22:10:05.000;9.9;4.90;9.69;1
2024-07-15T20:15:05.000;2024-07-15T22:15:05.000;9.9;4.90;10.27;1
2024-07-15T20:20:05.000;2024-07-15T22:20:05.000;9.9;4.90;10.86;1
2024-07-15T20:25:05.000;2024-07-15T22:25:05.000;9.6;4.90;11.43;1
2024-07-15T20:30:05.000;2024-07-15T22:30:05.000;9.6;4.90;12.02;1
2024-07-15T20:35:05.000;2024-07-15T22:35:05.000;9.6;4.90;12.63;1
2024-07-15T20:40:05.000;2024-07-15T22:40:05.000;9.6;4.90;13.25;1
2024-07-15T20:45:05.000;2024-07-15T22:45:05.000;9.6;4.90;13.88;1
2024-07-15T20:50:05.000;2024-07-15T22:50:05.000;9.6;4.90;14.46;1
2024-07-15T20:55:05.000;2024-07-15T22:55:05.000;9.6;4.90;14.97;1
2024-07-15T21:00:05.000;2024-07-15T23:00:05.000;9.6;4.90;15.54;1
2024-07-15T21:05:05.000;2024-07-15T23:05:05.000;9.6;4.90;15.96;1
2024-07-15T21:10:05.000;2024-07-15T23:10:05.000;9.6;4.90;16.38;1
2024-07-15T21:15:05.000;2024-07-15T23:15:05.000;9.6;4.90;16.77;1
2024-07-15T21:20:05.000;2024-07-15T23:20:05.000;9.6;4.90;17.10;1
2024-07-15T21:25:05.000;2024-07-15T23:25:05.000;9.3;4.90;17.43;1
2024-07-15T21:30:05.000;2024-07-15T23:30:05.000;9.3;4.90;17.74;1
2024-07-15T21:35:05.000;2024-07-15T23:35:05.000;9.0;4.90;18.02;1
2024-07-15T21:40:05.000;2024-07-15T23:40:05.000;9.0;4.90;18.31;1
2024-07-15T21:45:05.000;2024-07-15T23:45:05.000;9.0;4.90;18.55;1
2024-07-15T21:50:05.000;2024-07-15T23:50:05.000;9.0;4.90;18.79;1
2024-07-15T21:55:05.000;2024-07-15T23:55:05.000;9.0;4.90;19.04;1
2024-07-15T22:00:05.000;2024-07-16T00:00:05.000;9.0;4.90;19.25;1
2024-07-15T22:05:05.000;2024-07-16T00:05:05.000;9.0;4.90;19.41;1
2024-07-15T22:10:05.000;2024-07-16T00:10:05.000;9.0;4.90;19.57;1
2024-07-15T22:15:05.000;2024-07-16T00:15:05.000;8.7;4.90;19.73;1
2024-07-15T22:20:05.000;2024-07-16T00:20:05.000;8.7;4.90;19.89;1
2024-07-15T22:25:05.000;2024-07-16T00:25:05.000;8.7;4.90;20.01;1
2024-07-15T22:30:05.000;2024-07-16T00:30:05.000;8.7;4.90;20.08;1
2024-07-15T22:35:05.000;2024-07-16T00:35:05.000;8.7;4.90;20.17;1
2024-07-15T22:40:05.000;2024-07-16T00:40:05.000;8.7;4.90;20.25;1
2024-07-15T22:45:05.000;2024-07-16T00:45:05.000;8.7;4.90;20.34;1
2024-07-15T22:50:05.000;2024-07-16T00:50:05.000;8.7;4.90;20.45;1
2024-07-15T22:55:05.000;2024-07-16T00:55:05.000;8.7;4.90;20.51;1
2024-07-15T23:00:05.000;2024-07-16T01:00:05.000;9.0;4.90;20.55;1
2024-07-15T23:05:05.000;2024-07-16T01:05:05.000;9.3;4.90;20.56;1
2024-07-15T23:10:05.000;2024-07-16T01:10:05.000;9.6;4.90;20.55;1
2024-07-15T23:15:05.000;2024-07-16T01:15:05.000;9.9;4.90;20.50;1
2024-07-15T23:20:05.000;2024-07-16T01:20:05.000;10.3;4.90;20.45;1
2024-07-15T23:25:05.000;2024-07-16T01:25:05.000;10.6;4.90;20.44;1
2024-07-15T23:30:05.000;2024-07-16T01:30:05.000;10.9;4.90;20.47;1
2024-07-15T23:35:06.000;2024-07-16T01:35:06.000;11.2;4.90;20.53;1
2024-07-15T23:40:06.000;2024-07-16T01:40:06.000;11.2;4.90;20.53;1
2024-07-15T23:45:06.000;2024-07-16T01:45:06.000;11.2;4.90;20.50;1
2024-07-15T23:50:05.000;2024-07-16T01:50:05.000;11.2;4.90;20.45;1
2024-07-15T23:55:05.000;2024-07-16T01:55:05.000;11.2;4.90;20.36;1
2024-07-16T00:00:05.000;2024-07-16T02:00:05.000;11.6;4.90;20.26;1
