# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 43
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R2
# Instrument ID: 
# Data supplier: DSL
# Location name: Skovsgård
# Position (lat, lon, elev(m)): 
# Local timezone: CET
# Time Synchronization: 
# Moving / Stationary position: 
# Moving / Fixed look direction: 
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 5
# SQM serial number: 7115
# SQM hardware identity: 003BNDC
# SQM firmware version: 4-6-82
# SQM cover offset value: 
# SQM readout test ix (Information): i,00000004,00000006,00000082,00007115
# SQM readout test rx (Reading): r, 14.01m,0000000230Hz,0000000000c,0000000.000s, 012.5C
# SQM readout test cx (Calibration): c,00000019.91m,0000274.655s, 018.6C,00000008.71m, 018.6C
# SQM readout test Ix (Report Interval): 0000000000s,0000000000s,00000000.00m,00000000.00m
# DL time difference (seconds): 24
# DL retrieved at (UTC): 2025-05-25T05:55:29.620
# DL trigger mode : Every x minutes (power save mode)
# DL trigger seconds : 0
# DL trigger minutes : 5
# DL trigger threshold : 0
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.358
# UDM setting: DL Retrieve All
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2025-05-19T20:38:05.000;2025-05-19T22:38:05.000;6.4;4.95;16.00;1
2025-05-19T20:43:05.000;2025-05-19T22:43:05.000;6.4;4.95;16.47;1
2025-05-19T20:48:05.000;2025-05-19T22:48:05.000;6.4;4.95;16.90;1
2025-05-19T20:53:05.000;2025-05-19T22:53:05.000;6.1;4.95;17.29;1
2025-05-19T20:58:05.000;2025-05-19T22:58:05.000;6.1;4.95;17.66;1
2025-05-19T21:03:05.000;2025-05-19T23:03:05.000;6.1;4.95;18.01;1
2025-05-19T21:08:05.000;2025-05-19T23:08:05.000;6.1;4.95;18.35;1
2025-05-19T21:13:05.000;2025-05-19T23:13:05.000;5.8;4.95;18.67;1
2025-05-19T21:18:05.000;2025-05-19T23:18:05.000;5.8;4.95;18.98;1
2025-05-19T21:23:05.000;2025-05-19T23:23:05.000;5.4;4.95;19.26;1
2025-05-19T21:28:05.000;2025-05-19T23:28:05.000;5.4;4.95;19.53;1
2025-05-19T21:33:05.000;2025-05-19T23:33:05.000;5.4;4.95;19.78;1
2025-05-19T21:38:05.000;2025-05-19T23:38:05.000;5.1;4.95;20.01;1
2025-05-19T21:43:05.000;2025-05-19T23:43:05.000;5.1;4.95;20.21;1
2025-05-19T21:48:05.000;2025-05-19T23:48:05.000;5.1;4.95;20.40;1
2025-05-19T21:53:05.000;2025-05-19T23:53:05.000;4.8;4.95;20.57;1
2025-05-19T21:58:05.000;2025-05-19T23:58:05.000;4.8;4.95;20.72;1
2025-05-19T22:03:06.000;2025-05-20T00:03:06.000;4.8;4.95;20.85;1
2025-05-19T22:08:07.000;2025-05-20T00:08:07.000;4.8;4.95;20.96;1
2025-05-19T22:13:08.000;2025-05-20T00:13:08.000;4.8;4.95;21.07;1
2025-05-19T22:18:06.000;2025-05-20T00:18:06.000;4.5;4.95;21.15;1
2025-05-19T22:23:06.000;2025-05-20T00:23:06.000;4.5;4.95;21.22;1
2025-05-19T22:28:07.000;2025-05-20T00:28:07.000;4.5;4.95;21.29;1
2025-05-19T22:33:08.000;2025-05-20T00:33:08.000;4.5;4.95;21.33;1
2025-05-19T22:38:08.000;2025-05-20T00:38:08.000;4.1;4.95;21.36;1
2025-05-19T22:43:08.000;2025-05-20T00:43:08.000;4.1;4.95;21.40;1
2025-05-19T22:48:08.000;2025-05-20T00:48:08.000;4.1;4.95;21.42;1
2025-05-19T22:53:09.000;2025-05-20T00:53:09.000;4.5;4.95;21.44;1
2025-05-19T22:58:09.000;2025-05-20T00:58:09.000;4.5;4.95;21.45;1
2025-05-19T23:03:09.000;2025-05-20T01:03:09.000;4.5;4.95;21.47;1
2025-05-19T23:08:09.000;2025-05-20T01:08:09.000;4.1;4.95;21.47;1
2025-05-19T23:13:09.000;2025-05-20T01:13:09.000;4.1;4.95;21.47;1
2025-05-19T23:18:09.000;2025-05-20T01:18:09.000;4.5;4.95;21.47;1
2025-05-19T23:23:09.000;2025-05-20T01:23:09.000;4.5;4.95;21.46;1
2025-05-19T23:28:09.000;2025-05-20T01:28:09.000;4.5;4.95;21.45;1
2025-05-19T23:33:09.000;2025-05-20T01:33:09.000;4.5;4.95;21.43;1
2025-05-19T23:38:08.000;2025-05-20T01:38:08.000;4.1;4.95;21.41;1
2025-05-19T23:43:08.000;2025-05-20T01:43:08.000;4.1;4.95;21.37;1
2025-05-19T23:48:08.000;2025-05-20T01:48:08.000;4.1;4.95;21.34;1
2025-05-19T23:53:07.000;2025-05-20T01:53:07.000;4.1;4.95;21.30;1
2025-05-19T23:58:07.000;2025-05-20T01:58:07.000;4.1;4.95;21.27;1
2025-05-20T00:03:06.000;2025-05-20T02:03:06.000;4.1;4.95;21.20;1
2025-05-20T00:08:06.000;2025-05-20T02:08:06.000;4.1;4.95;21.15;1
2025-05-20T00:13:08.000;2025-05-20T02:13:08.000;4.5;4.95;21.06;1
2025-05-20T00:18:07.000;2025-05-20T02:18:07.000;4.5;4.95;20.96;1
2025-05-20T00:23:06.000;2025-05-20T02:23:06.000;4.5;4.95;20.84;1
2025-05-20T00:28:05.000;2025-05-20T02:28:05.000;4.5;4.95;20.72;1
2025-05-20T00:33:05.000;2025-05-20T02:33:05.000;4.5;4.95;20.58;1
2025-05-20T00:38:05.000;2025-05-20T02:38:05.000;4.5;4.95;20.41;1
2025-05-20T00:43:05.000;2025-05-20T02:43:05.000;4.5;4.95;20.22;1
2025-05-20T00:48:05.000;2025-05-20T02:48:05.000;4.5;4.95;20.02;1
2025-05-20T00:53:05.000;2025-05-20T02:53:05.000;4.5;4.95;19.79;1
2025-05-20T00:58:05.000;2025-05-20T02:58:05.000;4.5;4.95;19.55;1
2025-05-20T01:03:05.000;2025-05-20T03:03:05.000;4.5;4.95;19.29;1
2025-05-20T01:08:05.000;2025-05-20T03:08:05.000;4.5;4.95;19.00;1
2025-05-20T01:13:05.000;2025-05-20T03:13:05.000;4.5;4.95;18.71;1
2025-05-20T01:18:05.000;2025-05-20T03:18:05.000;4.1;4.95;18.40;1
2025-05-20T01:23:05.000;2025-05-20T03:23:05.000;4.1;4.95;18.07;1
2025-05-20T01:28:05.000;2025-05-20T03:28:05.000;4.1;4.95;17.73;1
2025-05-20T01:33:05.000;2025-05-20T03:33:05.000;4.1;4.95;17.36;1
2025-05-20T01:38:05.000;2025-05-20T03:38:05.000;4.1;4.95;16.98;1
2025-05-20T01:43:05.000;2025-05-20T03:43:05.000;3.8;4.95;16.56;1
2025-05-20T01:48:05.000;2025-05-20T03:48:05.000;3.8;4.95;16.10;1
2025-05-20T01:53:05.000;2025-05-20T03:53:05.000;3.8;4.95;15.57;1
2025-05-20T01:58:05.000;2025-05-20T03:58:05.000;3.8;4.95;15.00;1
2025-05-20T02:03:05.000;2025-05-20T04:03:05.000;3.8;4.95;14.39;1
2025-05-20T02:08:05.000;2025-05-20T04:08:05.000;3.8;4.95;13.75;1
2025-05-20T02:13:05.000;2025-05-20T04:13:05.000;3.8;4.95;13.10;1
2025-05-20T02:18:05.000;2025-05-20T04:18:05.000;3.8;4.95;12.45;1
2025-05-20T02:23:05.000;2025-05-20T04:23:05.000;3.8;4.95;11.82;1
2025-05-20T02:28:05.000;2025-05-20T04:28:05.000;3.8;4.95;11.18;1
2025-05-20T02:33:05.000;2025-05-20T04:33:05.000;4.1;4.95;10.56;1
2025-05-20T02:38:05.000;2025-05-20T04:38:05.000;3.8;4.95;9.95;1
2025-05-20T02:43:05.000;2025-05-20T04:43:05.000;4.1;4.95;9.37;1
2025-05-20T02:48:05.000;2025-05-20T04:48:05.000;3.8;4.95;8.83;1
2025-05-20T02:53:05.000;2025-05-20T04:53:05.000;3.8;4.95;8.35;1
2025-05-20T02:58:05.000;2025-05-20T04:58:05.000;4.1;4.95;7.92;1
2025-05-20T03:03:05.000;2025-05-20T05:03:05.000;4.1;4.95;7.54;1
2025-05-20T03:08:05.000;2025-05-20T05:08:05.000;4.5;4.95;7.20;1
2025-05-20T03:13:05.000;2025-05-20T05:13:05.000;4.5;4.95;6.91;1
2025-05-20T03:18:05.000;2025-05-20T05:18:05.000;3.8;4.95;6.65;1
2025-05-20T03:23:05.000;2025-05-20T05:23:05.000;4.1;4.95;6.43;1
2025-05-20T03:28:05.000;2025-05-20T05:28:05.000;4.5;4.95;6.23;1
2025-05-20T03:33:05.000;2025-05-20T05:33:05.000;4.1;4.95;6.07;1
2025-05-20T03:38:05.000;2025-05-20T05:38:05.000;4.5;4.95;5.92;1
2025-05-20T03:43:05.000;2025-05-20T05:43:05.000;4.5;4.95;0.00;1
2025-05-20T03:48:05.000;2025-05-20T05:48:05.000;4.1;4.95;0.00;1
2025-05-20T03:53:05.000;2025-05-20T05:53:05.000;4.1;4.95;0.00;1
2025-05-20T03:58:05.000;2025-05-20T05:58:05.000;4.5;4.95;0.00;1
2025-05-20T04:03:05.000;2025-05-20T06:03:05.000;4.5;4.95;0.00;1
2025-05-20T04:08:05.000;2025-05-20T06:08:05.000;4.5;4.95;0.00;1
2025-05-20T04:13:05.000;2025-05-20T06:13:05.000;4.5;4.95;0.00;1
2025-05-20T04:18:05.000;2025-05-20T06:18:05.000;4.5;4.95;0.00;1
2025-05-20T04:23:05.000;2025-05-20T06:23:05.000;5.1;4.95;0.00;1
2025-05-20T04:28:05.000;2025-05-20T06:28:05.000;4.8;4.95;0.00;1
2025-05-20T04:33:05.000;2025-05-20T06:33:05.000;5.4;4.95;0.00;1
2025-05-20T04:38:05.000;2025-05-20T06:38:05.000;5.4;4.95;0.00;1
2025-05-20T04:43:05.000;2025-05-20T06:43:05.000;5.8;4.95;0.00;1
2025-05-20T04:48:05.000;2025-05-20T06:48:05.000;6.4;4.95;0.00;1
2025-05-20T04:53:05.000;2025-05-20T06:53:05.000;6.1;4.95;0.00;1
2025-05-20T04:58:05.000;2025-05-20T06:58:05.000;6.7;4.95;0.00;1
2025-05-20T05:03:05.000;2025-05-20T07:03:05.000;6.7;4.95;0.00;1
2025-05-20T05:08:05.000;2025-05-20T07:08:05.000;7.0;4.95;0.00;1
2025-05-20T05:13:05.000;2025-05-20T07:13:05.000;7.7;4.95;0.00;1
2025-05-20T05:18:05.000;2025-05-20T07:18:05.000;7.7;4.95;0.00;1
2025-05-20T05:23:05.000;2025-05-20T07:23:05.000;7.7;4.95;0.00;1
2025-05-20T05:28:05.000;2025-05-20T07:28:05.000;8.0;4.95;0.00;1
2025-05-20T05:33:05.000;2025-05-20T07:33:05.000;8.0;4.95;0.00;1
2025-05-20T05:38:05.000;2025-05-20T07:38:05.000;8.3;4.95;0.00;1
2025-05-20T05:43:05.000;2025-05-20T07:43:05.000;9.0;4.95;0.00;1
