# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 42
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R2
# Instrument ID: Hou
# Data supplier: piet Langeland
# Location name: hos Allan
# Position (lat, lon, elev(m)): 55.1599647718415, 10.9471711248898, 0
# Local timezone: CET
# Time Synchronization: 
# Moving / Stationary position: 
# Moving / Fixed look direction: 
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 5
# SQM serial number: 7107
# SQM hardware identity: B003BNCH
# SQM firmware version: 4-6-82
# SQM cover offset value: 
# SQM readout test ix (Information): i,00000004,00000006,00000082,00007107
# SQM readout test rx (Reading): r, 14.86m,0000000105Hz,0000004312c,0000000.009s, 004.1C
# SQM readout test cx (Calibration): c,00000019.94m,0000196.912s, 018.0C,00000008.71m, 018.0C
# SQM readout test Ix (Report Interval): 0000000000s,0000000000s,00000000.00m,00000000.00m
# DL time difference (seconds): 1271771
# DL retrieved at (UTC): 2024-12-08T20:14:59.752
# DL trigger seconds : 5
# DL trigger minutes : 5
# DL trigger threshold : 0
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.344
# UDM setting: DL binary retrieve
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2024-11-08T20:02:12.000;2024-11-08T21:02:12.000;4.8;4.21;21.69;1
2024-11-08T20:07:11.000;2024-11-08T21:07:11.000;4.8;4.23;21.67;1
2024-11-08T20:12:12.000;2024-11-08T21:12:12.000;4.8;4.21;21.73;1
2024-11-08T20:17:12.000;2024-11-08T21:17:12.000;4.8;4.21;21.70;1
2024-11-08T20:22:08.000;2024-11-08T21:22:08.000;4.5;4.28;21.86;1
2024-11-08T20:27:09.000;2024-11-08T21:27:09.000;4.8;4.27;21.93;1
2024-11-08T20:32:10.000;2024-11-08T21:32:10.000;4.8;4.24;21.97;1
2024-11-08T20:37:13.000;2024-11-08T21:37:13.000;4.8;4.20;21.77;1
2024-11-08T20:42:11.000;2024-11-08T21:42:11.000;4.5;4.21;22.03;1
2024-11-08T20:47:10.000;2024-11-08T21:47:10.000;4.5;4.23;21.97;1
2024-11-08T20:52:13.000;2024-11-08T21:52:13.000;4.8;4.20;21.73;1
2024-11-08T20:57:12.000;2024-11-08T21:57:12.000;4.5;4.20;22.07;1
2024-11-08T21:02:12.000;2024-11-08T22:02:12.000;4.5;4.20;22.08;1
2024-11-08T21:07:14.000;2024-11-08T22:07:14.000;4.8;4.17;22.21;1
2024-11-08T21:12:13.000;2024-11-08T22:12:13.000;4.8;4.19;22.17;1
2024-11-08T21:17:15.000;2024-11-08T22:17:15.000;4.8;4.16;22.24;1
2024-11-08T21:22:16.000;2024-11-08T22:22:16.000;5.1;4.15;22.33;1
2024-11-08T21:27:16.000;2024-11-08T22:27:16.000;5.1;4.15;22.33;1
2024-11-08T21:32:14.000;2024-11-08T22:32:14.000;5.1;4.16;22.23;1
2024-11-08T21:37:12.000;2024-11-08T22:37:12.000;4.5;4.17;22.12;1
2024-11-08T21:42:10.000;2024-11-08T22:42:10.000;4.1;4.20;21.99;1
2024-11-08T21:47:13.000;2024-11-08T22:47:13.000;4.8;4.16;22.20;1
2024-11-08T21:52:17.000;2024-11-08T22:52:17.000;5.1;4.14;22.38;1
2024-11-08T21:57:20.000;2024-11-08T22:57:20.000;6.1;4.11;22.48;1
2024-11-08T22:02:23.000;2024-11-08T23:02:23.000;7.0;4.08;22.59;1
2024-11-08T22:07:23.000;2024-11-08T23:07:23.000;7.0;4.08;22.57;1
2024-11-08T22:12:13.000;2024-11-08T23:12:13.000;5.4;4.14;22.64;1
2024-11-08T22:17:23.000;2024-11-08T23:17:23.000;7.0;4.07;22.58;1
2024-11-08T22:22:24.000;2024-11-08T23:22:24.000;7.4;4.06;22.62;1
2024-11-08T22:27:22.000;2024-11-08T23:27:22.000;7.4;4.07;22.56;1
2024-11-08T22:32:22.000;2024-11-08T23:32:22.000;7.4;4.07;22.54;1
2024-11-08T22:37:19.000;2024-11-08T23:37:19.000;6.7;4.08;22.49;1
2024-11-08T22:42:18.000;2024-11-08T23:42:18.000;6.4;4.08;22.47;1
2024-11-08T22:47:23.000;2024-11-08T23:47:23.000;7.4;4.05;22.59;1
2024-11-08T22:52:21.000;2024-11-08T23:52:21.000;6.7;4.06;22.53;1
2024-11-08T22:57:20.000;2024-11-08T23:57:20.000;6.7;4.06;22.50;1
2024-11-08T23:02:22.000;2024-11-09T00:02:22.000;7.7;4.05;22.57;1
2024-11-08T23:07:24.000;2024-11-09T00:07:24.000;7.7;4.03;22.62;1
2024-11-08T23:12:14.000;2024-11-09T00:12:14.000;5.8;4.10;22.70;1
2024-11-08T23:17:24.000;2024-11-09T00:17:24.000;7.7;4.03;22.65;1
2024-11-08T23:22:24.000;2024-11-09T00:22:24.000;8.0;4.02;22.62;1
2024-11-08T23:27:22.000;2024-11-09T00:27:22.000;8.0;4.03;22.59;1
2024-11-08T23:32:23.000;2024-11-09T00:32:23.000;8.0;4.02;22.64;1
2024-11-08T23:37:22.000;2024-11-09T00:37:22.000;8.0;4.02;22.54;1
2024-11-08T23:42:23.000;2024-11-09T00:42:23.000;8.3;4.02;22.64;1
2024-11-08T23:47:14.000;2024-11-09T00:47:14.000;6.1;4.07;22.69;1
2024-11-08T23:52:23.000;2024-11-09T00:52:23.000;8.0;4.02;22.58;1
2024-11-08T23:57:14.000;2024-11-09T00:57:14.000;6.4;4.07;22.69;1
2024-11-09T00:02:14.000;2024-11-09T01:02:14.000;6.1;4.07;22.70;1
2024-11-09T00:07:14.000;2024-11-09T01:07:14.000;6.1;4.07;22.70;1
2024-11-09T00:12:25.000;2024-11-09T01:12:25.000;8.3;3.99;22.67;1
2024-11-09T00:17:17.000;2024-11-09T01:17:17.000;6.4;4.05;22.85;1
2024-11-09T00:22:15.000;2024-11-09T01:22:15.000;6.4;4.06;22.76;1
2024-11-09T00:27:22.000;2024-11-09T01:27:22.000;8.7;4.01;22.53;1
2024-11-09T00:32:23.000;2024-11-09T01:32:23.000;8.7;3.99;22.64;1
2024-11-09T00:37:16.000;2024-11-09T01:37:16.000;6.7;4.05;22.84;1
2024-11-09T00:42:15.000;2024-11-09T01:42:15.000;6.4;4.05;22.73;1
2024-11-09T00:47:16.000;2024-11-09T01:47:16.000;6.7;4.05;22.84;1
2024-11-09T00:52:16.000;2024-11-09T01:52:16.000;6.7;4.05;22.79;1
2024-11-09T00:57:19.000;2024-11-09T01:57:19.000;7.7;4.02;22.94;1
2024-11-09T01:02:18.000;2024-11-09T02:02:18.000;7.7;4.02;22.92;1
2024-11-09T01:07:17.000;2024-11-09T02:07:17.000;6.7;4.03;22.80;1
2024-11-09T01:12:17.000;2024-11-09T02:12:17.000;6.7;4.03;22.84;1
2024-11-09T01:17:24.000;2024-11-09T02:17:24.000;9.0;3.98;22.60;1
2024-11-09T01:17:48.000;2024-11-09T02:17:48.000;11.9;3.90;22.56;0
2024-11-09T01:18:12.000;2024-11-09T02:18:12.000;-50.3;5.34;22.53;0
