# Light Pollution Monitoring Data Format 1.0
# URL: http://www.darksky.org/measurements
# Number of header lines: 43
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/
# Device type: SQM-LU-DL-R2
# Instrument ID: 
# Data supplier: DSL
# Location name: Calendula
# Position (lat, lon, elev(m)): 
# Local timezone: CET
# Time Synchronization: 
# Moving / Stationary position: 
# Moving / Fixed look direction: 
# Number of channels: 1
# Filters per channel: 
# Measurement direction per channel: 
# Field of view (degrees): 
# Number of fields per line: 5
# SQM serial number: 7108
# SQM hardware identity: 003BNCK
# SQM firmware version: 4-6-82
# SQM cover offset value: 
# SQM readout test ix (Information): i,00000004,00000006,00000082,00007108
# SQM readout test rx (Reading): r, 11.02m,0000003541Hz,0000000000c,0000000.000s, 021.2C
# SQM readout test cx (Calibration): c,00000019.89m,0000251.980s, 018.6C,00000008.71m, 017.7C
# SQM readout test Ix (Report Interval): 0000000000s,0000000000s,00000000.00m,00000000.00m
# DL time difference (seconds): 29
# DL retrieved at (UTC): 2025-06-23T10:43:40.237
# DL trigger mode : Every x minutes (power save mode)
# DL trigger seconds : 0
# DL trigger minutes : 5
# DL trigger threshold : 0
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# Comment: 
# UDM version: 1.0.0.358
# UDM setting: DL Retrieve All
# blank line
# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type
# YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs
# END OF HEADER
2025-02-08T18:41:05.000;2025-02-08T19:41:05.000;-1.0;4.91;17.30;1
2025-02-08T18:46:05.000;2025-02-08T19:46:05.000;-1.0;4.91;17.01;1
2025-02-08T18:51:05.000;2025-02-08T19:51:05.000;-1.0;4.91;17.08;1
2025-02-08T18:56:05.000;2025-02-08T19:56:05.000;-1.0;4.91;17.07;1
2025-02-08T19:01:05.000;2025-02-08T20:01:05.000;-1.0;4.91;16.96;1
2025-02-08T19:06:05.000;2025-02-08T20:06:05.000;-1.0;4.91;17.27;1
2025-02-08T19:11:05.000;2025-02-08T20:11:05.000;-1.0;4.91;17.21;1
2025-02-08T19:16:05.000;2025-02-08T20:16:05.000;-1.0;4.91;17.41;1
2025-02-08T19:21:05.000;2025-02-08T20:21:05.000;-1.3;4.91;17.39;1
2025-02-08T19:26:05.000;2025-02-08T20:26:05.000;-1.3;4.91;17.04;1
2025-02-08T19:31:05.000;2025-02-08T20:31:05.000;-1.3;4.91;16.88;1
2025-02-08T19:36:05.000;2025-02-08T20:36:05.000;-1.3;4.91;16.69;1
2025-02-08T19:41:05.000;2025-02-08T20:41:05.000;-1.0;4.91;16.81;1
2025-02-08T19:46:05.000;2025-02-08T20:46:05.000;-1.0;4.91;16.77;1
2025-02-08T19:51:05.000;2025-02-08T20:51:05.000;-0.7;4.91;16.85;1
2025-02-08T19:56:05.000;2025-02-08T20:56:05.000;-0.7;4.91;16.77;1
2025-02-08T20:01:05.000;2025-02-08T21:01:05.000;-0.7;4.91;16.77;1
2025-02-08T20:06:05.000;2025-02-08T21:06:05.000;-0.7;4.91;16.72;1
2025-02-08T20:11:05.000;2025-02-08T21:11:05.000;-0.4;4.91;16.73;1
2025-02-08T20:16:05.000;2025-02-08T21:16:05.000;-0.4;4.91;16.77;1
2025-02-08T20:21:05.000;2025-02-08T21:21:05.000;-0.4;4.91;16.67;1
2025-02-08T20:26:05.000;2025-02-08T21:26:05.000;-0.4;4.91;16.79;1
2025-02-08T20:31:05.000;2025-02-08T21:31:05.000;-0.4;4.91;16.68;1
2025-02-08T20:36:05.000;2025-02-08T21:36:05.000;-0.4;4.91;16.50;1
2025-02-08T20:41:05.000;2025-02-08T21:41:05.000;-0.4;4.91;16.75;1
2025-02-08T20:46:05.000;2025-02-08T21:46:05.000;-0.4;4.91;16.75;1
2025-02-08T20:51:05.000;2025-02-08T21:51:05.000;-0.7;4.91;16.92;1
2025-02-08T20:56:05.000;2025-02-08T21:56:05.000;-0.4;4.91;16.98;1
2025-02-08T21:01:05.000;2025-02-08T22:01:05.000;-0.4;4.91;17.06;1
2025-02-08T21:06:05.000;2025-02-08T22:06:05.000;-0.4;4.91;16.85;1
2025-02-08T21:11:05.000;2025-02-08T22:11:05.000;-0.4;4.91;16.78;1
2025-02-08T21:16:05.000;2025-02-08T22:16:05.000;-0.4;4.91;16.76;1
2025-02-08T21:21:05.000;2025-02-08T22:21:05.000;-0.4;4.91;16.62;1
2025-02-08T21:26:05.000;2025-02-08T22:26:05.000;-0.4;4.91;16.61;1
2025-02-08T21:31:05.000;2025-02-08T22:31:05.000;-0.4;4.91;16.68;1
2025-02-08T21:36:05.000;2025-02-08T22:36:05.000;-0.4;4.91;16.59;1
2025-02-08T21:41:05.000;2025-02-08T22:41:05.000;-0.4;4.91;16.67;1
2025-02-08T21:46:05.000;2025-02-08T22:46:05.000;-0.4;4.91;16.39;1
2025-02-08T21:51:05.000;2025-02-08T22:51:05.000;-0.4;4.91;16.58;1
2025-02-08T21:56:05.000;2025-02-08T22:56:05.000;-0.4;4.91;16.92;1
2025-02-08T22:01:05.000;2025-02-08T23:01:05.000;-0.4;4.91;16.82;1
2025-02-08T22:06:05.000;2025-02-08T23:06:05.000;-0.7;4.91;16.86;1
2025-02-08T22:11:05.000;2025-02-08T23:11:05.000;-0.7;4.91;16.91;1
2025-02-08T22:16:05.000;2025-02-08T23:16:05.000;-0.7;4.91;16.85;1
2025-02-08T22:21:05.000;2025-02-08T23:21:05.000;-0.7;4.91;16.88;1
2025-02-08T22:26:05.000;2025-02-08T23:26:05.000;-0.7;4.91;17.06;1
2025-02-08T22:31:05.000;2025-02-08T23:31:05.000;-0.4;4.91;17.20;1
2025-02-08T22:36:05.000;2025-02-08T23:36:05.000;-0.4;4.91;17.20;1
2025-02-08T22:41:05.000;2025-02-08T23:41:05.000;-0.4;4.91;17.32;1
2025-02-08T22:46:05.000;2025-02-08T23:46:05.000;-0.4;4.91;17.38;1
2025-02-08T22:51:05.000;2025-02-08T23:51:05.000;-0.4;4.91;17.63;1
2025-02-08T22:56:05.000;2025-02-08T23:56:05.000;-0.4;4.91;17.42;1
2025-02-08T23:01:05.000;2025-02-09T00:01:05.000;-0.4;4.91;17.22;1
2025-02-08T23:06:05.000;2025-02-09T00:06:05.000;-0.4;4.91;17.06;1
2025-02-08T23:11:05.000;2025-02-09T00:11:05.000;-0.4;4.91;17.02;1
2025-02-08T23:16:05.000;2025-02-09T00:16:05.000;-0.4;4.91;16.96;1
2025-02-08T23:21:05.000;2025-02-09T00:21:05.000;-0.4;4.91;16.87;1
2025-02-08T23:26:05.000;2025-02-09T00:26:05.000;-0.4;4.91;16.98;1
2025-02-08T23:31:05.000;2025-02-09T00:31:05.000;-0.4;4.91;17.21;1
2025-02-08T23:36:05.000;2025-02-09T00:36:05.000;-0.4;4.91;17.00;1
2025-02-08T23:41:05.000;2025-02-09T00:41:05.000;-0.4;4.91;17.02;1
2025-02-08T23:46:05.000;2025-02-09T00:46:05.000;-0.4;4.91;17.09;1
2025-02-08T23:51:05.000;2025-02-09T00:51:05.000;-0.4;4.91;17.15;1
2025-02-08T23:56:05.000;2025-02-09T00:56:05.000;-0.4;4.91;17.22;1
2025-02-09T00:01:05.000;2025-02-09T01:01:05.000;-0.4;4.91;17.31;1
2025-02-09T00:06:05.000;2025-02-09T01:06:05.000;-0.4;4.91;17.41;1
2025-02-09T00:11:05.000;2025-02-09T01:11:05.000;-0.4;4.91;17.51;1
2025-02-09T00:16:05.000;2025-02-09T01:16:05.000;-0.4;4.91;17.48;1
2025-02-09T00:21:05.000;2025-02-09T01:21:05.000;-0.4;4.91;17.40;1
2025-02-09T00:26:05.000;2025-02-09T01:26:05.000;-0.4;4.91;17.47;1
2025-02-09T00:31:05.000;2025-02-09T01:31:05.000;-0.4;4.91;17.45;1
2025-02-09T00:36:05.000;2025-02-09T01:36:05.000;-0.4;4.91;17.62;1
2025-02-09T00:41:05.000;2025-02-09T01:41:05.000;-0.4;4.91;17.68;1
2025-02-09T00:46:05.000;2025-02-09T01:46:05.000;-0.4;4.91;17.72;1
2025-02-09T00:51:05.000;2025-02-09T01:51:05.000;-0.4;4.91;17.82;1
2025-02-09T00:56:05.000;2025-02-09T01:56:05.000;-0.4;4.91;17.85;1
2025-02-09T01:01:05.000;2025-02-09T02:01:05.000;-0.4;4.91;18.06;1
2025-02-09T01:06:05.000;2025-02-09T02:06:05.000;-0.4;4.91;18.07;1
2025-02-09T01:11:05.000;2025-02-09T02:11:05.000;-0.4;4.91;18.20;1
2025-02-09T01:16:05.000;2025-02-09T02:16:05.000;-0.4;4.91;18.21;1
2025-02-09T01:21:05.000;2025-02-09T02:21:05.000;0.1;4.91;18.23;1
2025-02-09T01:26:05.000;2025-02-09T02:26:05.000;0.1;4.91;18.24;1
2025-02-09T01:31:05.000;2025-02-09T02:31:05.000;0.1;4.91;18.23;1
2025-02-09T01:36:05.000;2025-02-09T02:36:05.000;0.1;4.91;18.35;1
2025-02-09T01:41:05.000;2025-02-09T02:41:05.000;0.1;4.91;18.22;1
2025-02-09T01:46:05.000;2025-02-09T02:46:05.000;0.1;4.91;17.89;1
2025-02-09T01:51:05.000;2025-02-09T02:51:05.000;0.1;4.91;17.73;1
2025-02-09T01:56:05.000;2025-02-09T02:56:05.000;0.1;4.91;17.86;1
2025-02-09T02:01:05.000;2025-02-09T03:01:05.000;0.1;4.91;17.84;1
2025-02-09T02:06:05.000;2025-02-09T03:06:05.000;0.1;4.91;17.75;1
2025-02-09T02:11:05.000;2025-02-09T03:11:05.000;0.1;4.91;17.67;1
2025-02-09T02:16:05.000;2025-02-09T03:16:05.000;-0.4;4.91;17.64;1
2025-02-09T02:21:05.000;2025-02-09T03:21:05.000;-0.4;4.91;17.95;1
2025-02-09T02:26:05.000;2025-02-09T03:26:05.000;-0.4;4.91;18.21;1
2025-02-09T02:31:05.000;2025-02-09T03:31:05.000;-0.4;4.91;18.30;1
2025-02-09T02:36:05.000;2025-02-09T03:36:05.000;-0.4;4.91;18.40;1
2025-02-09T02:41:05.000;2025-02-09T03:41:05.000;-0.4;4.91;18.40;1
2025-02-09T02:46:05.000;2025-02-09T03:46:05.000;-0.4;4.91;18.30;1
2025-02-09T02:51:05.000;2025-02-09T03:51:05.000;-0.7;4.91;18.11;1
2025-02-09T02:56:05.000;2025-02-09T03:56:05.000;-0.7;4.91;18.13;1
2025-02-09T03:01:05.000;2025-02-09T04:01:05.000;-0.7;4.91;18.23;1
2025-02-09T03:06:05.000;2025-02-09T04:06:05.000;-0.7;4.91;18.41;1
2025-02-09T03:11:05.000;2025-02-09T04:11:05.000;-0.7;4.91;18.48;1
2025-02-09T03:16:05.000;2025-02-09T04:16:05.000;-1.0;4.91;18.56;1
2025-02-09T03:21:05.000;2025-02-09T04:21:05.000;-1.0;4.91;18.63;1
2025-02-09T03:26:05.000;2025-02-09T04:26:05.000;-1.0;4.91;18.77;1
2025-02-09T03:31:05.000;2025-02-09T04:31:05.000;-1.0;4.91;18.79;1
2025-02-09T03:36:05.000;2025-02-09T04:36:05.000;-1.0;4.91;18.73;1
2025-02-09T03:41:05.000;2025-02-09T04:41:05.000;-1.0;4.91;18.71;1
2025-02-09T03:46:05.000;2025-02-09T04:46:05.000;-1.0;4.91;18.68;1
2025-02-09T03:51:05.000;2025-02-09T04:51:05.000;-1.0;4.91;18.83;1
2025-02-09T03:56:05.000;2025-02-09T04:56:05.000;-1.0;4.91;18.92;1
2025-02-09T04:01:05.000;2025-02-09T05:01:05.000;-1.0;4.91;18.98;1
2025-02-09T04:06:05.000;2025-02-09T05:06:05.000;-1.0;4.91;19.03;1
2025-02-09T04:11:05.000;2025-02-09T05:11:05.000;-1.0;4.91;18.98;1
2025-02-09T04:16:05.000;2025-02-09T05:16:05.000;-1.0;4.91;18.87;1
